OBJECTID,YEAR,DEPT_ID,DEPT_RBD,SEC_LNT_MI,CORR_ID,CORR_RBD,CORRIDOR,CORR_MP,CORR_ENDMP,CORR_MIOFF,CORR_ENDMI,SITE_ID,TYC_CCS,TYC_REMARK,TYC_ACTEST,TYC_AADT,TYC_MC_NUM,TYC_RV_NUM,BUS_NUM,COMM_NUM,LG_TRK_NUM,TYC_MC,TYC_RV,TYC_BUS,TYC_COMM,TYC_LG_TRK,FACTOR_GRP,TYC_VC_GRP,FUT_FACT,TYC_DHV,FLEXESAL_P,FLEXESAL_N,RESAL_P,RESAL_N,ONE_WAY,NUM_LANES,COIN_RT,CNTY_NM,JCT_DESC,LINK_DESC,PCT_DH_SU,PCT_DH_CU,GlobalID,created_user,created_date,last_edited_user,last_edited_date
2132,2024,S-320,A,4.215,C000320,A,C000320A,000+0.000,004+0.218,0,4.215,13-1-014, , ,A,50,0, ,0,7,3,0, ,0,140,60,RMA_RMC_345,5171,10,178,3,3,4,4, ,2, ,FALLON,JCT P-2,ENT S-320A/,0,0,{E0D4B9AD-B78A-4C9B-9687-A1D444B1F66B},,,,
2133,2024,N-1,A,0.304,C000001,A,C000001A,015+0.110,015+0.414,15.102,15.406,27-3-018, , ,A,4450,55, ,22,159,94,12, ,5,36,21,RPA_1,3100,10,90,72,72,103,103, ,2, ,LINCOLN, , ,5.517,7.586,{0C5392EA-BB6B-4B9A-9C55-DC9ADF8B3D8B},,,,
2134,2024,P-60,A,2.533,C000060,A,C000060A,036+0.463,039+0.044,36.418,38.951,07-4-007, , ,E,470,36, ,0,77,44,77, ,0,164,94,REC_MA,4082,10,153,19,19,26,26, ,2, ,CASCADE, , ,3.093,6.186,{8EFF5284-058E-4D4D-8F38-6E57ACBE7BD7},,,,
2135,2024,N-1,A,9.725,C000001,A,C000001A,529+0.476,539+0.209,527.763,537.488,53-4-002, , ,E,1536,20, ,14,201,167,13, ,9,131,109,RPA_45,3015,10,105,95,95,146,146, ,2, ,VALLEY, , ,4.305,12.669,{6BD07053-EB3E-432B-B576-572771D2D24F},,,,
2136,2024,L-25-1004,A,0.71,C004645,A,C004645A,000+0.000,000+0.710,0,0.71,25-7B-026, , ,A,1161,6, ,4,18,4,5, ,3,16,3,UMA_UC,9192,10,124,6,6,7,7, ,2, ,LEWIS AND CLARK,JCT U-5820 (GREEN MEADOW DR),ENT L-25-1004A/,0,0,{552CA446-EFA6-45E0-B063-8CFC9AE553BE},,,,
2137,2024,N-11,A,0.11,C000011,A,C000011A,053+0.385,053+0.495,53.239,53.349,34-2A-007, , ,A,12611,55, ,47,442,156,4, ,4,35,12,UPA,7028,10,97,123,123,160,160, ,2, ,PARK, , ,4.561,2.59,{BD6B2035-BA03-4AE4-82AC-7FB1F4FDE4A6},,,,
2138,2024,L-45-777,A,0.666,C006844,A,C006844A,000+0.000,000+0.666,0,0.666,45-4-023, , ,A,2817,0, ,0,0,0,0, ,0,0,0,UMA_UC,0,13,116,0,0,0,0, ,2, ,SANDERS,JCT W 4TH ST,ENT L-45-777A/,0,0,{70080DBD-0A85-4A63-ACEC-DC30A87F5D3B},,,,
2139,2024,U-1028,A,0.046,C001028,A,C001028A,000+0.000,000+0.046,0,0.046,56-4A-319, , ,A,8909,37, ,42,373,46,4, ,5,42,5,UMA_UC,8023,10,112,48,48,53,53, ,4, ,YELLOWSTONE, ,ENT U-1028A,18.75,1.042,{8315E74C-B658-488B-8082-14E1C09528E4},,,,
2140,2024,U-1026,A,0.499,C001026,A,C001026A,000+0.000,000+0.499,0,0.499,56-4A-192, , ,A,10932,74, ,86,226,58,7, ,8,21,5,UMA_UC,8021,23,102,102,102,140,140, ,2, ,YELLOWSTONE,JCT U-1013(BILLINGS BLVD),ENT U-1026A/,1.281,0.183,{598460A0-5B44-4180-A34E-697297634575},,,,
2141,2024,S-261,A,6.649,C000261,A,C000261A,028+0.941,035+0.590,27.99,34.639,42-4-009, , ,A,112,1, ,0,23,11,9, ,0,205,98,RMA_RMC_345,5107,10,164,6,6,10,10, ,2, ,RICHLAND, , ,16.667,11.111,{8115D967-289C-4EFA-ADCB-399A807D9BB4},,,,
2142,2024,P-47,A,4.105,C000047,A,C000047A,001+0.724,005+0.884,1.782,5.887,12-1-008, , ,E,1444,5, ,8,24,12,3, ,6,17,8,RMA_RMC_12,4069,10,110,10,10,13,13, ,2, ,DEER LODGE, , ,1.596,0,{4F896D1D-CA35-445B-94A5-5F56E91D455E},,,,
2143,2024,L-47-1036,A,0.423,C002079,A,C002079A,000+0.000,000+0.423,0,0.423,47-1C-077, , ,E,5448,23, ,6,37,18,4, ,1,7,3,UMA_UC,8186,10,110,16,16,18,18, ,2, ,SILVER BOW,JCT N-121 (E FRONT ST),ENT L-47-1036A/,0.831,0.554,{5527C23F-AFB2-4C7D-994B-938DCEB2D980},,,,
2144,2024,X-32007,A,0.069,C000007,A,C000007A,094+0.553,094+0.621,93.994,94.062,32-3A-324, , ,A,2300,16, ,7,490,49,7, ,3,213,21,UMA_UC,7115,10,129,40,40,43,43, ,2, ,MISSOULA, ,END ONEWAY ROADWAY,9.888,0.899,{A9AC1C43-46DB-4E05-BE0D-1D5E67817D71},,,,
2145,2024,U-6701,A,0.132,C006701,A,C006701A,000+0.778,000+0.911,0.778,0.911,15-7B-037, , ,E,11155,30, ,27,87,29,3, ,2,8,3,UMA_UC,8088,10,107,36,36,46,46, ,3, ,FLATHEAD,JCT U-6732(WYOMING ST),JCT U-6732(WYOMING ST),1.449,0.225,{DB561E45-3E23-4212-89A6-FA75E1A316D2},,,,
2146,2024,N-120,A,0.044,C001805,A,C001805A,000+0.746,000+0.790,0.746,0.79,47-1C-041, , ,E,12333,45, ,42,515,209,4, ,3,42,17,UMA_UC,7069,10,101,198,198,281,281, ,4, ,SILVER BOW,JCT I-15 ON RAMP MONTANA ST INTERCHANGE,JCT I-15 ON RAMP MONTANA ST INTERCHANGE,1.183,0.473,{9DF0D4D7-51E8-427B-9D95-5699888C1EC9},,,,
2147,2024,N-122,A,0.204,C005201,A,C005201A,000+0.818,001+0.022,0.818,1.022,07-2A-035, , ,E,13477,35, ,33,404,81,3, ,2,30,6,UPA,7071,10,99,166,166,229,229, ,4, ,CASCADE, , ,24.943,5.782,{608BBF0C-95E5-42B5-BB8C-244B91676D59},,,,
2148,2024,U-1213,A,0.137,C001213,A,C001213A,000+0.000,000+0.137,0,0.137,16-3B-093, , ,E,2140,12, ,1,13,1,6, ,0,6,0,UMA_UC,9012,10,107,3,3,3,3, ,2, ,GALLATIN,JCT N-50 (MAIN ST),ENT U-1213A/,0.417,0,{A10BC70E-D9CE-4C00-81B7-472387D667B9},,,,
2149,2024,L-56-2392,A,0.502,C001286,A,C001286A,001+0.865,002+0.367,1.865,2.367,56-4A-080, , ,E,4754,13, ,17,188,16,3, ,4,40,3,UMA_UC,8195,10,119,21,21,22,22, ,2, ,YELLOWSTONE, , ,9.145,0.295,{A1EB6D3B-C206-4717-B77F-BC147CA679E1},,,,
2150,2024,N-18,A,6.527,C000018,A,C000018A,028+0.379,034+0.766,28.383,34.911,44-4-002, , ,A,307,2, ,1,31,19,7, ,3,101,62,RPA_45,4025,10,234,12,12,18,18, ,2, ,ROSEBUD, , ,2.564,10.256,{CEBCBCF6-8F7C-41D7-8309-AB78D0537E59},,,,
2151,2024,N-16,A,0.571,C000016,A,C000016A,002+0.621,003+0.208,2.68,3.251,A-050,Yes, ,A,29203,143, ,70,703,327,5, ,2,24,11,UPA,7030,10,98,322,322,454,454, ,6, ,YELLOWSTONE,JCT U-1027(HILLTOP RD),JCT U-1027(HILLTOP RD),0.989,0.948,{52476D7E-5792-4372-BBA5-B986B80693CE},,,,
2152,2024,N-29,A,0.245,C000029,A,C000029A,088+0.615,088+0.859,88.201,88.446,47-1C-018, , ,E,6526,115, ,55,445,96,18, ,8,68,15,UPA,7037,10,103,79,79,94,94, ,4, ,SILVER BOW, , ,3.277,0.806,{C2564B84-4030-44BE-88A8-8D7823B35A9F},,,,
2153,2024,X-32117,A,0.108,C000117,A,C000117A,000+0.000,000+0.108,0,0.108,32-3A-031, , ,A,888,9, ,3,14,0,10, ,3,16,0,UMA_UC,7118,10,136,3,3,4,4,Yes,2, ,MISSOULA, ,ENT X-32117A/BEGIN ONEWAY ROADWAY,0,0,{F8225AC3-3AD0-4BC0-818D-F98AE47D1754},,,,
2154,2024,P-51,A,8.5,C000051,A,C000051A,008+0.243,016+0.783,8.316,16.816,28-4-003, , ,E,245,3, ,2,64,35,12, ,8,261,143,RMA_RMC_345,4073,10,125,21,21,33,33, ,2, ,DAWSON, , ,16.667,20,{55D56369-4DE0-4AD4-91AA-5F484273B451},,,,
2155,2024,L-32-158,A,0.417,C006485,A,C006485A,001+0.357,001+0.775,1.357,1.775,32-3A-063, , ,E,5937,2, ,21,163,16,0, ,4,27,3,UMA_UC,8218,10,93,23,23,25,25, ,2, ,MISSOULA, , ,15.885,1.372,{F5714864-F020-46ED-B6E0-84C3AF2B01E2},,,,
2156,2024,S-471,A,4.558,C000471,A,C000471A,014+0.153,018+0.709,14.142,18.7,45-2-008, , ,A,205,20, ,7,28,16,98, ,34,137,78,RMA_RMC_12,5301,11,138,13,13,20,20, ,2, ,SANDERS, , ,2.041,0,{7CB88FFD-0D7B-4888-9513-BE9693F9F6FA},,,,
2157,2024,U-1012,A,0.505,C001012,A,C001012A,001+0.964,002+0.469,1.964,2.469,56-4A-290, , ,A,4602,44, ,57,88,15,10, ,12,19,3,UMA_UC,8012,12,106,45,45,61,61, ,2, ,YELLOWSTONE,JCT U-1036(BENCH BLVD),JCT U-1036(BENCH BLVD),10.273,1.048,{72AFDDE4-B83B-4B70-AAF8-0F14C708CBFF},,,,
2158,2024,S-449,A,0.428,C000449,A,C000449A,000+0.296,000+0.724,0.296,0.724,059758G, , ,E,310,4, ,0,4,2,13, ,0,13,6,RMA_RMC_345,5284,10,165,1,1,2,2, ,2, ,HILL, , ,0,0,{19AE8530-35BE-4E56-B51C-54077C3FD819},,,,
2159,2024,N-20,A,0.226,C000020,A,C000020A,062+0.307,062+0.533,61.912,62.138,42-2-002, , ,A,5475,42, ,64,617,383,8, ,12,113,70,RPA_45,4031,19,103,248,248,368,368, ,4, ,RICHLAND, ,BEGIN 4 LANES,6.318,5.011,{48B3B3A9-9CDC-452F-B5A4-9237519EABA4},,,,
2160,2024,U-1029,A,0.16,C001029,A,C001029A,000+0.000,000+0.160,0,0.16,56-4A-247, , ,A,14718,75, ,0,209,41,5, ,0,14,3,UPA,7063,10,112,69,69,95,95,Yes,5, ,YELLOWSTONE,JCT N-16 (MAIN ST),ENT U-1029A/BEGIN ONEWAY ROADWAY/,19.118,10.202,{6C54B26B-61F6-4A7E-94CB-A17DBE563A3F},,,,
2161,2024,N-20,A,0.217,C000020,A,C000020A,049+0.732,050+0.012,49.357,49.574,42-4A-012, , ,E,4124,10, ,22,437,305,2, ,5,106,74,UPA,3047,12,106,185,185,276,276, ,4, ,RICHLAND, ,BEGIN 4 LANES,11.443,13.433,{CCB670ED-BD72-4799-9BD4-625C3DC72C30},,,,
2162,2024,U-6704,A,0.592,C006704,A,C006704A,000+0.808,001+0.399,0.808,1.399,15-7B-076, , ,A,324,5, ,13,23,5,15, ,40,71,15,UMA_UC,9051,10,103,11,11,15,15, ,2, ,FLATHEAD, , ,0.331,0.111,{98CB3B37-A556-4E32-920B-381EEC2953A8},,,,
2163,2024,U-5702,A,0.073,C005702,A,C005702A,001+0.351,001+0.424,1.351,1.424,21-4A-074, , ,E,1069,3, ,0,20,3,3, ,0,19,3,UMA_UC,8067,10,98,6,6,9,9, ,2, ,HILL,JCT U-5701(2ND ST),JCT U-5701(2ND ST),4.808,4.808,{3D1B8A34-D9C6-4EC4-89D9-6CE809C7F50E},,,,
2164,2024,S-503,A,2.381,C000503,A,C000503A,001+0.374,003+0.697,1.358,3.739,15-7B-026, , ,A,1669,35, ,3,39,16,21, ,2,23,10,RMA_RMC_12,5323,15,103,13,13,18,18, ,2, ,FLATHEAD, ,ENT S-503A,0.636,0.424,{275A8D20-49E3-404D-9643-C29C4269B95C},,,,
2165,2024,S-210,A,6.866,C000210,A,C000210A,003+0.190,010+0.095,3.158,10.024,A-035,Yes, ,A,1085,6, ,4,25,9,6, ,4,23,8,RMA_RMC_12,5014,10,120,10,10,14,14, ,2, ,MISSOULA, ,ENT S-210A,2.083,0.521,{5119C121-3F88-4A21-838B-046EDAF8A509},,,,
2166,2024,I-90,A,0.139,C000090,A,C000090A,000+0.000,000+0.139,0,0.139,W-146,Yes, ,A,7975,55, ,79,2483,2068,7, ,10,311,259,RURAL OUTER INTERSTATE,1019,10,159,1234,1234,1856,1856, ,2, ,MINERAL, ,ENT I-90A,6.504,10.569,{51ABB24E-DE9F-47BC-9356-DE96FA6D8A9C},,,,
2167,2024,U-5802,A,0.144,C005802,A,C005802A,001+0.448,001+0.591,1.448,1.591,25-7C-028, , ,E,11844,25, ,69,392,83,2, ,6,33,7,UMA_UC,8073,10,109,87,87,115,115, ,3, ,LEWIS AND CLARK, ,BEGIN 3 LANES,0.783,0.235,{BC01AAF3-4312-47C6-9ABE-DEF103B432B2},,,,
2168,2024,L-43-980,A,0.03,C000105,A,C000105A,000+0.424,000+0.454,0.424,0.454,43-5-036, , ,E,90,0, ,0,0,0,0, ,0,0,0,UMA_UC,0,10,116,0,0,0,0, ,1, ,ROOSEVELT, ,BEGIN 1 LANE,0,0,{78429643-ADBF-443D-94FF-0640F3928F44},,,,
2169,2024,P-52,A,2.435,C000052,A,C000052A,028+0.251,030+0.699,28.212,30.646,15-7-007, , ,A,6276,34, ,31,166,111,5, ,5,26,18,RMA_RMC_12,4074,10,155,76,76,106,106, ,2, ,FLATHEAD, , ,0.815,1.018,{05E16681-2B89-495E-9DDE-CDADF1BF6932},,,,
2170,2024,L-54-399,A,0.449,C004132,A,C004132A,000+0.302,000+0.751,0.302,0.751,54-2-022, , ,E,1060,0, ,0,0,0,0, ,0,0,0,UMA_UC,0,13,116,0,0,0,0, ,2, ,WHEATLAND, , ,0,0,{D4DFBBBC-49F4-4AFD-90CD-58A9F0674E1D},,,,
2171,2024,S-511,A,3.263,C000511,A,C000511A,000+0.293,003+0.555,0.293,3.556,10-2-010, , ,A,166,1, ,0,27,22,6, ,0,163,133,RMA_RMC_345,5330,10,134,12,12,19,19, ,2, ,DANIELS, , ,4.545,13.636,{C5139D7A-D1ED-4579-9E28-6672D79BFC97},,,,
2172,2024,N-291,A,0.262,C000291,A,C000291A,000+0.067,000+0.328,0.067,0.328,16-3-018, , ,E,25791,23, ,21,523,224,1, ,1,20,9,UPA,7010,10,89,174,174,247,247, ,4, ,GALLATIN,JCT I-90 ON RAMP BELGRADE INTERCHANGE,JCT I-90 ON RAMP BELGRADE INTERCHANGE,0,0,{761518D2-5E74-45D1-84C2-B1D422011FA8},,,,
2173,2024,S-473,A,1.042,C000473,A,C000473A,013+0.322,014+0.370,13.353,14.395,41-4-001, , ,A,383,5, ,5,23,6,13, ,13,60,16,RMA_RMC_12,5304,10,156,5,5,7,7, ,2, ,RAVALLI, , ,0.943,0,{210BAEA5-FF4A-42F1-8BE5-3A43CF878A71},,,,
2174,2024,P-60,A,13.582,C000060,A,C000060A,007+0.911,021+0.498,7.813,21.395,30-2-001, , ,A,385,36, ,0,76,44,94, ,0,197,114,REC_MA,4082,10,153,18,18,26,26, ,2, ,MEAGHER, ,BEGIN 2 LANES,3.093,6.186,{FFC8F0D2-D94B-4FCD-9CD3-64595AF01073},,,,
2175,2024,N-20,A,0.257,C000020,A,C000020A,051+0.472,051+0.728,51.05,51.307,42-4A-014, , ,E,3944,30, ,3,564,380,8, ,1,143,96,UPA,7033,10,101,235,235,339,339, ,4, ,RICHLAND,JCT U-10402/U-10412(14TH ST),JCT U-10402/U-10412(14TH ST),2.506,3.383,{423DAAFB-6250-4C40-B0B7-C052C24222FD},,,,
2176,2024,L-2-2,A,12.238,C002002,A,C002002A,000+0.000,012+0.238,0,12.238,02-2-002, , ,E,35,0, ,0,8,0,0, ,0,229,0,RMA_RMC_345,5425,10,265,1,1,1,1, ,2, ,BIG HORN,JCT S-384,ENT L-2-2A/,44.444,0,{4E71A53B-F322-44D3-AEC2-BEC4333DA43A},,,,
2177,2024,N-1,A,0.054,C000001,A,C000001A,016+0.465,016+0.519,16.463,16.516,27-3-005, , ,A,4023,55, ,22,159,94,14, ,5,40,23,RPA_1,3100,10,90,72,72,102,102, ,3, ,LINCOLN, , ,5.517,7.586,{661F1B4B-6B05-4C15-BCFD-10CB0C68961C},,,,
2178,2024,U-6729,A,0.413,C006729,A,C006729A,000+0.000,000+0.413,0,0.413,15-7C-069, , ,E,6658,28, ,7,83,19,4, ,1,12,3,UMA_UC,8100,10,104,24,24,29,29, ,2, ,FLATHEAD,JCT U-6715(CONRAD DR),ENT U-6729A/,0.331,0.497,{B91A0412-248C-43D0-BD93-6F05223F294C},,,,
2179,2024,N-57,A,8.292,C000057,A,C000057A,104+0.655,112+0.985,104.241,112.533,14-7-005, , ,E,1104,12, ,0,158,117,11, ,0,143,106,RPA_45,3070,10,110,56,56,82,82, ,2, ,FERGUS, , ,3.333,10,{3C3D6152-C7AD-4B48-8A23-C442F0785B71},,,,
2180,2024,U-1008,A,0.133,C001008,A,C001008A,003+0.970,004+0.104,3.97,4.104,56-4A-209, , ,A,2821,23, ,53,68,27,8, ,19,24,10,UPA,7126,10,105,25,25,26,26, ,4, ,YELLOWSTONE, , ,9.459,0.338,{C7289446-228E-4483-A2AE-89DA1F3E1C0C},,,,
2181,2024,L-16-886,A,0.203,C001642,A,C001642A,001+0.226,001+0.429,1.226,1.429,16-3B-101, , ,A,2616,0, ,0,0,0,0, ,0,0,0,UMA_UC,0,13,116,0,0,0,0, ,2, ,GALLATIN, , ,0,0,{8814765E-C6F6-443D-AACA-2B683667FF6D},,,,
2182,2024,N-20,A,2.522,C000020,A,C000020A,047+0.259,049+0.732,46.835,49.357,42-4A-012, , ,E,4124,10, ,22,437,305,2, ,5,106,74,UPA,3047,12,106,185,185,276,276, ,2, ,RICHLAND, , ,11.443,13.433,{7169BE80-A936-4EEA-9997-EF3DC2DB344D},,,,
2183,2024,N-49,A,6.269,C000049,A,C000049A,007+0.425,013+0.633,7.05,13.32,01-4-002, , ,E,2475,32, ,3,383,298,13, ,1,155,120,RPA_2,4072,18,93,146,146,208,208, ,2, ,BEAVERHEAD, , ,5.97,15.92,{717684DF-15CF-42A3-82A3-86FAC09E9EE7},,,,
2184,2024,L-25-3481,A,0.142,C005813,A,C005813A,000+0.973,001+0.115,0.973,1.115,25-7C-063, , ,E,1776,6, ,11,41,12,3, ,6,23,7,UMA_UC,9046,10,117,9,9,11,11, ,2, ,LEWIS AND CLARK, , ,8.374,1.478,{319F5993-AA64-40BD-8149-CE155AE9493F},,,,
2185,2024,P-32,A,6.359,C000032,A,C000032A,040+0.392,046+0.728,40.232,46.591,10-2-002, , ,E,293,2, ,0,28,25,7, ,0,96,85,RMA_RMC_345,4117,10,138,13,13,19,19, ,2, ,DANIELS, , ,3.571,10.714,{985949B9-0D9E-447A-AA23-011EFCBD8F68},,,,
2186,2024,U-1216,A,0.01,C000345,A,C000345A,000+0.503,000+0.513,0.503,0.513,16-3A-019, , ,E,5543,35, ,1,80,33,6, ,0,14,6,UMA_UC,5203,30,108,31,31,45,45, ,2, ,GALLATIN, ,BEGIN 2 LANES,1.272,0.954,{933E89F0-CE88-4364-B3FD-981C1FE94149},,,,
2187,2024,N-57,A,0.162,C000057,A,C000057A,325+0.648,325+0.810,323.99,324.152,11-5A-008, , ,E,2634,5, ,4,61,32,2, ,2,23,12,UPA,7123,10,115,29,29,41,41, ,2, ,DAWSON, , ,2.913,1.942,{26A59E6E-A101-407D-A635-23C9F9D37F4D},,,,
2188,2024,L-47-1997,A,0.667,C001807,A,C001807A,008+0.834,009+0.501,8.834,9.501,47-1-003, , ,E,1083,17, ,3,44,28,16, ,3,41,26,UMA_UC,8039,10,107,19,19,27,27, ,2, ,SILVER BOW, , ,0.516,2.265,{62EE98C3-AD07-4351-A849-70B54FAA15A0},,,,
2189,2024,P-58,A,7.965,C000058,A,C000058A,017+0.278,025+0.501,16.75,24.715,18-2-001, , ,A,1066,12, ,1,28,10,11, ,1,26,9,REC_MA,4128,10,159,7,7,9,9, ,2, ,GLACIER, , ,1.538,0,{CFD6FBDA-9ECD-48BB-9B82-F164B2AA91AF},,,,
2190,2024,N-5,A,0.139,C000005,A,C000005A,112+0.179,112+0.318,111.587,111.726,15-7C-009, , ,E,16239,50, ,24,1117,306,3, ,1,69,19,UPA,7015,10,96,185,185,230,230, ,4, ,FLATHEAD,JCT U-6716(4TH ST),JCT U-6716(4TH ST),4.234,1.93,{16B93C43-60B7-45D0-9288-4FF95F7DD50F},,,,
2191,2024,U-1033,A,1.545,C000416,A,C000416A,001+0.039,002+0.598,1.804,3.349,56-4-010, , ,A,4614,40, ,24,68,25,9, ,5,15,5,UMA_UC,5251,10,105,34,34,47,47, ,2, ,YELLOWSTONE, , ,1.793,0.996,{F2AAE1B7-EDB0-459F-BBF7-1BD8A1ECB7B3},,,,
2192,2024,S-359,A,0.12,C000359,A,C000359A,001+0.043,001+0.163,1.207,1.327,22-4-005, , ,A,1263,10, ,0,84,60,8, ,0,67,48,RMA_RMC_12,5214,15,134,30,30,41,41, ,2, ,JEFFERSON,JCT I-90 ON RAMP CARDWELL INTERCHANGE,JCT I-90 ON RAMP CARDWELL INTERCHANGE,2.516,8.805,{5431650F-7533-45CB-AB26-E9E75E6E7256},,,,
2193,2024,L-3-2958,A,0.183,C002297,A,C002297A,000+0.819,001+0.002,0.819,1.002,03-3-015, , ,E,265,2, ,0,16,3,8, ,0,60,11,UMA_UC,9176,13,119,5,5,7,7, ,2, ,BLAINE, , ,0,0,{B01AC7DB-6962-4BBB-B460-F599EA986B4E},,,,
2194,2024,S-227,A,3.252,C000227,A,C000227A,006+0.350,009+0.608,6.252,9.504,07-2-010, , ,A,394,1, ,0,11,0,3, ,0,28,0,RMA_RMC_345,5043,10,171,1,1,1,1, ,2, ,CASCADE, , ,13.043,0,{A74880CF-1FC7-476F-A62D-E88E365D57E2},,,,
2195,2024,N-1,A,0.443,C000001,A,C000001A,031+0.882,032+0.256,31.887,32.33,27-3A-011, , ,A,12882,57, ,19,290,100,4, ,1,23,8,RPA_1,3001,10,132,92,92,125,125, ,4, ,LINCOLN, , ,2.094,1.152,{4752A4BE-ECEE-4038-9887-2913F7B3A453},,,,
2196,2024,N-16,A,4.168,C000016,A,C000016A,020+0.901,025+0.167,20.842,25.009,33-3-005, , ,E,2637,11, ,19,249,119,4, ,7,94,45,RPA_45,3046,10,105,82,82,118,118, ,2, ,YELLOWSTONE, , ,4.451,1.484,{CF496929-2101-4279-AFA8-2E126012DA7C},,,,
2197,2024,L-25-49,A,0.05,C002903,A,C002903A,004+0.088,004+0.138,4.088,4.138,060167A, , ,E,1,0, ,0,0,0,0, ,0,0,0,UMA_UC,0,13,116,0,0,0,0, ,2, ,LEWIS AND CLARK, , ,0,0,{B8FE9B86-E6AB-4B27-8787-353002103034},,,,
2198,2024,U-1201,A,0.259,C001201,A,C001201A,004+0.054,004+0.312,4.055,4.314,16-3B-024, , ,E,18992,65, ,50,297,102,3, ,3,16,5,UMA_UC,8025,20,96,123,123,170,170, ,4, ,GALLATIN, , ,0.875,0.292,{3F647335-57C8-4A82-BC7D-BCE6492668B2},,,,
2199,2024,U-607,A,0.229,C000607,A,C000607A,000+0.000,000+0.229,0,0.229,16-3-039, , ,A,632,0, ,10,62,11,0, ,16,98,17,UMA_UC,9131,10,136,16,16,21,21, ,2, ,GALLATIN,JCT N-205(MAIN ST),ENT U-607A/,0,0,{FD655CFB-90F6-46FA-9881-B446BABFCA6A},,,,
2200,2024,S-345,A,2.005,C000345,A,C000345A,001+0.024,003+0.030,1.025,3.03,16-3A-020, , ,A,3204,40, ,1,92,38,12, ,0,29,12,UMA_UC,5203,30,108,33,33,49,49, ,2, ,GALLATIN, , ,1.204,1.045,{AB5F04F9-5C2B-48B1-BAD1-561635CC3730},,,,
2201,2024,I-90,A,2.197,C000090,A,C000090A,330+0.791,332+1.011,328.599,330.796,34-2A-002, , ,E,19735,51, ,22,3460,2820,3, ,1,175,143,UI,2011,17,84,1788,1788,2666,2666, ,2, ,PARK,"JCT OFF RAMP W LIVINGSTON INTERCHANGE, EXIT 330","JCT OFF RAMP W LIVINGSTON INTERCHANGE, EXIT 330",3.527,13.555,{09891C56-7278-48D0-A5A2-FF4B3C9E1877},,,,
2202,2024,N-1,A,0.347,C000001,A,C000001A,279+0.440,279+0.787,278.92,279.267,51-3-012, , ,A,2685,6, ,7,177,106,2, ,3,66,39,RPA_3,3008,10,106,71,71,102,102, ,2, ,TOOLE,JCT P-67,JCT P-67,6.299,7.874,{9159BCF3-0D8D-4B8A-8484-76C93F8505A9},,,,
2203,2024,N-61,A,13.379,C000061,A,C000061A,053+0.250,066+0.606,52.74,66.119,14-4-005, , ,E,481,4, ,6,52,39,8, ,12,108,81,RPA_45,3077,10,159,23,23,34,34, ,2, ,FERGUS, , ,1.98,0,{DC9EE6E4-84D8-4ADB-B2F6-4E57C719C3E9},,,,
2204,2024,N-2,A,0.155,C000002,A,C000002A,000+0.000,000+0.155,0,0.155,09-2A-004, , ,E,1184,14, ,13,144,96,12, ,11,122,81,UPA,7008,10,101,65,65,98,98, ,2, ,CUSTER, ,ENT N-2A,5.085,6.78,{180A1AED-96CE-4824-B683-41F2693026E7},,,,
2205,2024,I-15,A,5.862,C000015,A,C000015A,023+0.533,029+0.384,23.518,29.38,W-142,Yes, ,A,3778,38, ,29,1323,1084,10, ,8,350,287,RURAL OUTER INTERSTATE,1002,16,136,739,739,1171,1171, ,2, ,BEAVERHEAD,"JCT OFF RAMP DELL INTERCHANGE, EXIT 23","JCT OFF RAMP DELL INTERCHANGE, EXIT 23",5.72,8.876,{0793851A-8127-46ED-9444-28967839BC9E},,,,
2206,2024,U-5229,A,0.468,C005229,A,C005229A,000+0.374,000+0.842,0.374,0.842,07-2A-180, , ,A,1554,55, ,17,228,64,35, ,11,147,41,UMA_UC,7078,10,115,33,33,40,40, ,2, ,CASCADE,JCT U-5237(WATSON),JCT U-5237(WATSON),27.684,5.65,{AE739E23-6992-4724-9659-39C73FF2D2D0},,,,
2207,2024,L-7-405,A,4.963,C003917,A,C003917A,000+0.000,004+0.963,0,4.963,07-2-049, , ,A,559,6, ,0,5,2,11, ,0,9,4,UMA_UC,5334,13,154,2,2,1,1, ,2, ,CASCADE,JCT U-5214,ENT L-7-405A/,0,0,{BEDE57A7-AF2E-4088-933B-B520BFA51096},,,,
2208,2024,N-1,A,9.005,C000001,A,C000001A,562+0.743,571+0.757,561.11,570.115,53-8-003, , ,A,1208,16, ,5,231,159,13, ,4,191,132,RPA_45,3018,10,108,78,78,109,109, ,2, ,VALLEY, , ,7.143,11.039,{19DB6194-577C-4C95-B480-83B8E5A88B36},,,,
2209,2024,N-10,A,1.897,C000010,A,C000010A,079+0.685,081+0.582,78.934,80.831,08-2-009, , ,E,1847,18, ,33,228,102,10, ,18,123,55,RPA_3,3043,10,107,69,69,92,92, ,2, ,CHOUTEAU, , ,8.939,6.145,{3DD41A28-AFC8-45CB-8F86-82F2C98CB806},,,,
2210,2024,U-5006,A,0.106,C003387,A,C003387A,000+0.294,000+0.400,0.294,0.4,11-5A-043, , ,E,1825,11, ,4,56,16,6, ,2,31,9,UMA_UC,9194,10,110,18,18,25,25, ,2, ,DAWSON,JCT U-5007 (ALLEN ST),JCT U-5007 (ALLEN ST),3.684,2.105,{0C6C43A9-6F66-42BB-966F-03B5F65C2419},,,,
